-13882324;0
-16777216;640
-16777216;644
-16777216;645
-16777216;651
-16777216;655
-16777216;660
-16777216;673
-16777216;674
-16777216;820
-16777216;931
-16777216;935
-16777216;1100
-16777216;1201
-16777216;1202
-16777216;1211
-16777216;1228
-16777216;1231
-16777216;1378
-16777216;1394
-16777216;1480
-16777216;1481
-16777216;1511
-16777216;1515
-16777216;1522
-16777216;1523
-16777216;1524
-16777216;1658
-16777216;1663
-16777216;1667
-16777216;1668
-16777216;1674
-16777216;1779
-16777216;1780
-16777216;1781
-16777216;1792
-16777216;1794
-16777216;1795
-16777216;1801
-16777216;1802
-16777216;1803
-16777216;1804
-16777216;1805
-16777216;1943
-16777216;1945
-16777216;1947
-16777216;1948
-16777216;2027
-16777216;2030
-16777216;2031
-16777216;2045
-16777216;2046
-16777216;2053
-16777216;2067
-16777216;2071
-16777216;2220
-16777216;2227
-16777216;2230
-16777216;2308
-16777216;2309
-16777216;2313
-16777216;2314
-16777216;2352
-16777216;2359
-16777216;2360
-16777216;2361
-16777216;2501
-16777216;2502
-16777216;2591
-16777216;2593
-16777216;2594
-16777216;2603
-16777216;2604
-16777216;2605
-16777216;2606
-16777216;2632
-16777216;2639
-16777216;2640
-16777216;2781
-16777216;2782
-16777216;2881
-16777216;2882
-16777216;2883
-16777216;2884
-16777216;2885
-16777216;2886
-16777216;2887
-16777216;2890
-16777216;2920
-16777216;3061
-16777216;3062
-16777216;3072
-16777216;3073
-16777216;3149
-16777216;3159
-16777216;3160
-16777216;3175
-16777216;3341
-16777216;3342
-16777216;3429
-16777216;3436
-16777216;3437
-16777216;3455
-16777216;3621
-16777216;3622
-16777216;3727
-16777216;3735
-16777216;3787
-16777216;3901
-16777216;3902
-16777216;3999
-16777216;4067
-16777216;4181
-16777216;4182
-16777216;4192
-16777216;4261
-16777216;4277
-16777216;4278
-16777216;4461
-16777216;4462
-16777216;4541
-16777216;4552
-16777216;4580
-16777216;4581
-16777216;4582
-16777216;4583
-16777216;4591
-16777216;4595
-16777216;4596
-16777216;4626
-16777216;4748
-16777216;4749
-16777216;4750
-16777216;4751
-16777216;4861
-16777216;4862
-16777216;4863
-16777216;4875
-16777216;4876
-16777216;5029
-16777216;5030
-16777216;5031
-16777216;5111
-16777216;5114
-16777216;5155
-16777216;5173
-16777216;5309
-16777216;5310
-16777216;5311
-16777216;5394
-16777216;5413
-16777216;5414
-16777216;5415
-16777216;5591
-16777216;5679
-16777216;5692
-16777216;5693
-16777216;5694
-16777216;5695
-16777216;5696
-16777216;5750
-16777216;5751
-16777216;5959
-16777216;5972
-16777216;5973
-16777216;5974
-16777216;5975
-16777216;5976
-16777216;5977
-16777216;6254
-16777216;6255
-16777216;6256
-16777216;6257
-16777216;6305
-16777216;6432
-16777216;6511
-16777216;6517
-16777216;6536
-16777216;6537
-16777216;6585
-16777216;6589
-16777216;6712
-16777216;6789
-16777216;6790
-16777216;6798
-16777216;6799
-16777216;6802
-16777216;6816
-16777216;6819
-16777216;6859
-16777216;6860
-16777216;6975
-16777216;6984
-16777216;6989
-16777216;7064
-16777216;7078
-16777216;7096
-16777216;7099
-16777216;7357
-16777216;7378
-16777216;7627
-16777216;7637
-16777216;7658
-16777216;7907
-16777216;7919
-16777216;7970
-16777216;8110
-16777216;8184
-16777216;8199
-16777216;8250
-16777216;8390
-16777216;8464
-16777216;8465
-16777216;8471
-16777216;8472
-16777216;8478
-16777216;8523
-16777216;8655
-16777216;8745
-16777216;8754
-16777216;8755
-16777216;8757
-16777216;8758
-16777216;8803
-16777216;8824
-16777216;8832
-16777216;9024
-16777216;9031
-16777216;9050
-16777216;9083
-16777216;9103
-16777216;9104
-16777216;9107
-16777216;9389
-16777216;9390
-16777216;9391
-16777216;9669
-16777216;9920
-16777216;10059
-16777216;10231
-16777216;10339
-16777216;10619
-16777216;10620
-16777216;10900
-16777216;10909
-16777216;11174
-16777216;11268
-16777216;11271
-16777216;11460
-16777216;11539
-16777216;11548
-16777216;11549
-16777216;11551
-16777216;11740
-16777216;11818
-16777216;11851
-16777216;12020
-16777216;12095
-16777216;12101
-16777216;12102
-16777216;12131
-16777216;12375
-16777216;12381
-16777216;12382
-16777216;12387
-16777216;12400
-16777216;12405
-16777216;12406
-16777216;12661
-16777216;12667
-16777216;12686
-16777216;12947
-16777216;12950
-16777216;13230
-16777216;13504
-16777216;13698
-16777216;13776
-16777216;13777
-16777216;13783
-16777216;13978
-16777216;14057
-16777216;15095
-16777216;15461
-16777216;15656
-16777216;15741
-16777216;15937
-16777216;16021
-16777216;16217
-16777216;16497
-16777216;17618
-16777216;17896
-16777216;17897
-16777216;17898
-16777216;17977
-16777216;18174
-16777216;18454
-16777216;18457
-16777216;18737
-16777216;19380
-16777216;20874
-16777216;21258
-16777216;21611
-16777216;21884
-16777216;53719
-16777216;98382
-16777216;99789
-16777216;100069
-16777216;100905
-16777216;101468
-16777216;102300
-16777216;103712
-16777216;105394
-16711423;3720
-16711423;3721
-16711423;3722
-16711423;3723
-16711423;3724
-16711423;3725
-16711423;3726
-16711423;824
-16711423;2050
-16711423;3736
-16711423;3737
-16711423;3738
-16711423;3739
-16711423;3740
-16711423;3741
-16711423;3742
-16711423;3743
-16711423;3744
-16711423;3745
-16711423;825
-16711423;3896
-16711423;3900
-16711423;2059
-16711423;2060
-16711423;3903
-16711423;3904
-16711423;3905
-16711423;3906
-16711423;3907
-16711423;3908
-16711423;3909
-16711423;3910
-16711423;3911
-16711423;3912
-16711423;3913
-16711423;3998
-16711423;2061
-16711423;4000
-16711423;4001
-16711423;4002
-16711423;4003
-16711423;4004
-16711423;4005
-16711423;4015
-16711423;4016
-16711423;4017
-16711423;4018
-16711423;4019
-16711423;4020
-16711423;4021
-16711423;4022
-16711423;4023
-16711423;4024
-16711423;4025
-16711423;4026
-16711423;1492
-16711423;4176
-16711423;4180
-16711423;2068
-16711423;1499
-16711423;4183
-16711423;4184
-16711423;4185
-16711423;4186
-16711423;4187
-16711423;4188
-16711423;4189
